case_id,case_type,difficulty,ai_correct
CASE021868,routine,-0.232,1
CASE021869,routine,-0.533,1
CASE021870,routine,-0.805,1
CASE021871,routine,-0.86,1
CASE021872,routine,0.129,0
CASE021873,routine,-0.485,1
CASE021874,routine,-0.602,1
CASE021875,routine,-0.789,1
CASE021876,routine,-0.246,1
CASE021877,routine,0.119,1
CASE021878,ambiguous,0.071,1
CASE021879,routine,-0.624,1
CASE021880,ambiguous,0.443,1
CASE021881,routine,-0.359,1
CASE021882,routine,-0.864,1
CASE021883,routine,-1.135,0
CASE021884,ambiguous,1.19,1
CASE021885,routine,-0.062,1
CASE021886,routine,-0.526,1
CASE021887,routine,-0.851,0
CASE021888,routine,-0.28,1
CASE021889,routine,-0.02,1
CASE021890,routine,-0.614,1
CASE021891,routine,-0.108,1
CASE021892,routine,-0.163,1
CASE021893,routine,-0.655,1
CASE021894,routine,-0.353,1
CASE021895,routine,-0.784,1
CASE021896,routine,-0.154,1
CASE021897,ambiguous,0.635,1
CASE021898,ambiguous,-0.272,1
CASE021899,atypical,1.211,1
CASE021900,routine,-0.495,1
CASE021901,routine,-1.248,1
CASE021902,atypical,0.791,0
CASE021903,routine,0.023,1
CASE021904,routine,-0.222,0
CASE021905,ambiguous,0.709,1
CASE021906,atypical,1.7,0
CASE021907,routine,-0.661,1
CASE021908,routine,-0.0,1
CASE021909,routine,0.238,1
CASE021910,ambiguous,0.721,0
CASE021911,routine,-0.413,1
CASE021912,routine,-0.412,1
CASE021913,routine,-0.236,1
CASE021914,routine,-0.035,1
CASE021915,ambiguous,0.195,1
CASE021916,routine,-1.1,1
CASE021917,routine,0.043,1
CASE021918,ambiguous,0.406,1
CASE021919,routine,-0.246,1
CASE021920,ambiguous,1.014,1
CASE021921,routine,-0.905,1
CASE021922,routine,-0.597,1
CASE021923,atypical,0.977,0
CASE021924,ambiguous,0.774,1
CASE021925,routine,-0.646,1
CASE021926,routine,-0.837,1
CASE021927,routine,-0.187,1
CASE021928,routine,-0.97,1
CASE021929,ambiguous,0.389,1
CASE021930,routine,-0.599,1
CASE021931,routine,-0.009,1
CASE021932,routine,-0.443,1
CASE021933,routine,-1.044,0
CASE021934,routine,-0.35,1
CASE021935,routine,-0.347,1
CASE021936,ambiguous,0.282,1
CASE021937,routine,-0.605,1
CASE021938,ambiguous,0.564,1
CASE021939,routine,-0.71,1
CASE021940,routine,-0.694,1
CASE021941,routine,-0.523,1
CASE021942,routine,-0.217,1
CASE021943,atypical,1.501,0
CASE021944,routine,-0.859,1
CASE021945,routine,-0.425,1
CASE021946,routine,-0.944,1
CASE021947,routine,-0.531,1
CASE021948,routine,-0.617,1
CASE021949,atypical,0.769,0
CASE021950,ambiguous,-0.052,1
CASE021951,routine,-0.153,1
CASE021952,routine,-0.459,1
CASE021953,routine,-0.126,1
CASE021954,routine,-0.634,1
CASE021955,routine,-0.066,1
CASE021956,routine,0.08,1
CASE021957,ambiguous,0.491,1
CASE021958,ambiguous,0.513,1
CASE021959,ambiguous,-0.268,1
CASE021960,ambiguous,0.929,1
CASE021961,ambiguous,0.915,1
CASE021962,routine,0.045,1
CASE021963,routine,-0.337,1
CASE021964,routine,-1.093,1
CASE021965,routine,0.7,1
CASE021966,routine,-0.279,1
CASE021967,routine,-0.002,1
CASE021968,ambiguous,0.309,1
CASE021969,routine,-0.618,1
CASE021970,routine,-0.131,1
CASE021971,ambiguous,0.844,1
CASE021972,routine,-0.557,1
CASE021973,routine,-0.298,1
CASE021974,ambiguous,0.929,1
CASE021975,routine,-0.133,1
CASE021976,atypical,1.107,0
CASE021977,routine,0.007,1
CASE021978,routine,0.294,1
CASE021979,ambiguous,0.894,1
CASE021980,atypical,1.152,0
CASE021981,routine,-0.47,1
CASE021982,routine,0.167,1
CASE021983,routine,-0.437,1
CASE021984,routine,-0.088,1
CASE021985,ambiguous,0.169,1
CASE021986,routine,-0.139,1
CASE021987,routine,-0.535,1
CASE021988,routine,-0.038,1
CASE021989,routine,-0.819,1
CASE021990,routine,-0.143,1
CASE021991,ambiguous,0.851,1
CASE021992,ambiguous,0.753,1
CASE021993,routine,-0.955,1
CASE021994,ambiguous,0.9,1
CASE021995,atypical,1.781,0
CASE021996,atypical,0.823,0
CASE021997,routine,-0.913,1
CASE021998,routine,0.071,1
CASE021999,routine,-0.425,1
CASE022000,ambiguous,0.962,1
CASE022001,ambiguous,0.761,1
CASE022002,routine,-0.328,1
CASE022003,routine,0.118,1
CASE022004,ambiguous,0.018,0
CASE022005,ambiguous,0.635,1
CASE022006,atypical,1.959,0
CASE022007,routine,-0.477,1
CASE022008,routine,-1.488,1
CASE022009,ambiguous,0.37,1
CASE022010,ambiguous,0.453,1
CASE022011,routine,-0.543,1
CASE022012,ambiguous,1.241,0
CASE022013,ambiguous,0.398,1
CASE022014,routine,0.102,1
CASE022015,ambiguous,-0.183,1
CASE022016,routine,-0.488,1
CASE022017,ambiguous,0.388,1
CASE022018,ambiguous,0.375,1
CASE022019,routine,-0.792,1
CASE022020,routine,-1.039,1
CASE022021,atypical,1.157,1
CASE022022,routine,-0.609,1
CASE022023,atypical,0.945,0
CASE022024,ambiguous,0.836,1
CASE022025,routine,-0.462,1
CASE022026,ambiguous,0.747,1
CASE022027,routine,-0.243,1
CASE022028,routine,-0.145,1
CASE022029,routine,-0.264,1
CASE022030,routine,-1.065,1
CASE022031,routine,-0.211,1
CASE022032,ambiguous,0.59,1
CASE022033,routine,-0.461,1
CASE022034,routine,-0.352,1
CASE022035,routine,-0.154,1
CASE022036,ambiguous,0.079,1
CASE022037,routine,-0.595,1
CASE022038,atypical,0.817,0
CASE022039,routine,-0.365,1
CASE022040,routine,-0.365,1
CASE022041,ambiguous,0.197,1
CASE022042,routine,-0.613,1
CASE022043,routine,-0.434,1
CASE022044,atypical,0.757,0
CASE022045,atypical,1.308,1
CASE022046,ambiguous,0.263,1
CASE022047,routine,0.305,1
CASE022048,routine,-0.308,1
CASE022049,routine,-0.022,1
CASE022050,routine,-0.69,1
CASE022051,routine,-0.26,1
CASE022052,ambiguous,0.768,1
CASE022053,routine,-0.769,1
CASE022054,atypical,0.968,0
CASE022055,routine,-0.213,1
CASE022056,routine,0.262,1
CASE022057,routine,-0.339,1
CASE022058,ambiguous,0.521,1
CASE022059,routine,-0.741,1
CASE022060,routine,0.137,1
CASE022061,routine,-0.826,0
CASE022062,ambiguous,0.239,1
CASE022063,routine,-0.514,1
CASE022064,routine,-0.113,1
CASE022065,routine,-0.592,1
CASE022066,routine,-0.416,1
CASE022067,atypical,1.203,0
CASE022068,ambiguous,0.969,1
CASE022069,routine,-0.406,1
CASE022070,routine,-0.574,1
CASE022071,routine,-0.413,1
CASE022072,routine,-0.367,1
CASE022073,routine,-0.223,1
CASE022074,routine,-0.501,1
CASE022075,ambiguous,0.422,1
CASE022076,ambiguous,-0.069,1
CASE022077,ambiguous,0.191,1
CASE022078,routine,-1.03,1
CASE022079,ambiguous,0.212,1
CASE022080,ambiguous,0.797,1
CASE022081,routine,-0.397,1
CASE022082,routine,-0.584,1
CASE022083,routine,-0.832,0
CASE022084,routine,-0.67,1
CASE022085,ambiguous,0.057,1
CASE022086,routine,-0.32,1
CASE022087,ambiguous,0.376,0
CASE022088,ambiguous,0.583,1
CASE022089,routine,-0.361,1
CASE022090,routine,0.007,1
CASE022091,routine,-0.465,1
CASE022092,routine,-0.442,1
CASE022093,routine,-0.602,1
CASE022094,atypical,1.313,0
CASE022095,routine,-0.009,1
CASE022096,routine,0.108,1
CASE022097,routine,0.444,1
CASE022098,routine,-0.201,1
CASE022099,routine,-0.616,1
CASE022100,routine,-0.386,1
CASE022101,routine,-0.725,1
CASE022102,routine,-0.463,1
CASE022103,ambiguous,0.913,1
CASE022104,ambiguous,0.455,1
CASE022105,routine,-0.477,1
CASE022106,atypical,1.833,0
CASE022107,routine,-0.027,1
CASE022108,routine,0.472,1
CASE022109,routine,-0.294,0
CASE022110,routine,-0.329,1
CASE022111,routine,0.041,1
CASE022112,routine,-0.557,1
CASE022113,routine,-0.751,1
CASE022114,routine,-0.082,1
CASE022115,routine,-0.123,1
CASE022116,routine,-0.417,1
CASE022117,routine,-0.611,1
CASE022118,routine,-0.146,1
CASE022119,routine,-1.163,1
CASE022120,atypical,1.66,1
CASE022121,ambiguous,0.372,1
CASE022122,routine,0.442,1
CASE022123,routine,-0.2,1
CASE022124,routine,0.236,1
CASE022125,routine,-0.647,1
CASE022126,ambiguous,0.779,1
CASE022127,routine,-0.541,1
CASE022128,ambiguous,-0.188,1
CASE022129,routine,-0.154,1
CASE022130,ambiguous,1.064,1
CASE022131,ambiguous,0.509,1
CASE022132,routine,-0.131,1
CASE022133,routine,-0.747,1
CASE022134,routine,-1.028,1
CASE022135,routine,-0.673,0
CASE022136,routine,-0.31,1
CASE022137,routine,-0.053,1
CASE022138,routine,-0.947,1
CASE022139,atypical,1.788,1
CASE022140,routine,-1.082,1
CASE022141,routine,-0.217,1
CASE022142,routine,-0.379,1
CASE022143,routine,-0.722,1
CASE022144,routine,0.14,1
CASE022145,routine,-0.702,1
CASE022146,ambiguous,0.168,1
CASE022147,routine,0.495,1
CASE022148,routine,-0.439,1
CASE022149,atypical,0.828,0
CASE022150,routine,-0.494,1
CASE022151,routine,0.314,1
CASE022152,routine,-0.52,1
CASE022153,routine,-1.448,1
CASE022154,ambiguous,0.471,1
CASE022155,routine,-0.85,1
CASE022156,ambiguous,0.295,1
CASE022157,atypical,1.715,0
CASE022158,atypical,1.796,0
CASE022159,routine,-0.975,1
CASE022160,ambiguous,0.296,1
CASE022161,routine,-0.665,1
CASE022162,routine,-0.398,1
CASE022163,routine,-0.636,1
CASE022164,atypical,1.07,1
CASE022165,ambiguous,0.191,1
CASE022166,routine,-1.188,1
CASE022167,routine,-0.56,1
CASE022168,routine,-0.171,1
CASE022169,atypical,1.55,1
CASE022170,routine,-0.724,1
CASE022171,ambiguous,0.244,1
CASE022172,routine,-0.49,1
CASE022173,ambiguous,1.283,1
CASE022174,routine,0.104,1
CASE022175,routine,-0.161,1
CASE022176,routine,-0.375,1
CASE022177,routine,-0.479,1
CASE022178,ambiguous,0.311,1
CASE022179,routine,-0.56,1
CASE022180,routine,0.268,1
CASE022181,ambiguous,0.099,1
CASE022182,routine,-0.374,1
CASE022183,routine,-0.724,1
CASE022184,routine,-1.065,1
CASE022185,routine,-0.327,1
CASE022186,atypical,1.134,0
CASE022187,ambiguous,0.963,0
CASE022188,routine,-0.427,1
CASE022189,routine,-0.853,1
CASE022190,routine,-0.164,1
CASE022191,routine,-0.305,1
CASE022192,routine,-0.573,1
CASE022193,routine,-0.385,1
CASE022194,ambiguous,0.669,1
CASE022195,ambiguous,0.167,1
CASE022196,atypical,1.429,1
CASE022197,routine,-0.28,1
CASE022198,routine,-0.834,1
CASE022199,routine,-0.901,1
CASE022200,routine,-0.837,1
CASE022201,routine,-0.96,1
CASE022202,ambiguous,0.461,0
CASE022203,ambiguous,0.492,1
CASE022204,routine,0.387,1
CASE022205,routine,-0.398,1
CASE022206,routine,-0.409,1
CASE022207,atypical,1.643,0
CASE022208,routine,-0.001,1
CASE022209,routine,-0.55,1
CASE022210,routine,-0.48,1
CASE022211,routine,-1.28,1
CASE022212,routine,-0.683,1
CASE022213,routine,-1.01,1
CASE022214,routine,-0.564,1
CASE022215,routine,-0.341,1
CASE022216,routine,-0.296,1
CASE022217,routine,-0.032,1
CASE022218,routine,-0.452,1
CASE022219,routine,-0.505,1
CASE022220,routine,-0.513,1
CASE022221,routine,-0.517,1
CASE022222,routine,-0.469,1
CASE022223,routine,-0.137,1
CASE022224,ambiguous,0.766,1
CASE022225,ambiguous,1.11,1
CASE022226,ambiguous,1.062,1
CASE022227,routine,-0.65,1
CASE022228,routine,-0.008,1
CASE022229,routine,-0.068,1
CASE022230,routine,-0.718,1
CASE022231,atypical,1.058,1
CASE022232,ambiguous,0.878,1
CASE022233,routine,-0.175,1
CASE022234,routine,-0.082,1
CASE022235,routine,-0.664,1
CASE022236,routine,-0.344,1
CASE022237,routine,-0.741,1
CASE022238,atypical,1.374,1
CASE022239,routine,-0.89,1
CASE022240,routine,-0.101,1
CASE022241,routine,-0.798,1
CASE022242,atypical,1.787,1
CASE022243,routine,-0.048,1
CASE022244,atypical,1.475,0
CASE022245,routine,-0.578,1
CASE022246,routine,-0.466,1
CASE022247,ambiguous,0.462,1
CASE022248,atypical,1.293,1
CASE022249,ambiguous,0.108,1
CASE022250,routine,-0.325,1
CASE022251,routine,-0.666,1
CASE022252,routine,-0.396,1
CASE022253,routine,-0.128,1
CASE022254,atypical,1.107,1
CASE022255,routine,-0.686,1
CASE022256,routine,-0.18,1
CASE022257,ambiguous,-0.162,1
CASE022258,routine,-0.188,1
CASE022259,routine,-0.788,1
CASE022260,ambiguous,1.073,1
CASE022261,routine,-0.517,1
CASE022262,routine,-0.527,1
CASE022263,routine,0.003,1
CASE022264,routine,-0.665,1
CASE022265,routine,-0.384,1
CASE022266,atypical,2.402,0
CASE022267,routine,0.439,1
CASE022268,routine,0.386,1
CASE022269,routine,-0.699,1
CASE022270,ambiguous,0.475,1
CASE022271,routine,-0.039,1
CASE022272,routine,-0.409,1
CASE022273,routine,-0.645,1
CASE022274,ambiguous,-0.287,1
CASE022275,atypical,1.534,0
CASE022276,routine,-0.447,1
CASE022277,routine,-0.44,1
CASE022278,routine,-0.032,1
CASE022279,routine,-0.463,1
CASE022280,ambiguous,-0.014,1
CASE022281,ambiguous,0.493,1
CASE022282,routine,-0.916,1
CASE022283,routine,-0.485,1
CASE022284,atypical,1.105,1
CASE022285,routine,-0.146,1
CASE022286,routine,-0.273,1
CASE022287,routine,-0.603,1
CASE022288,routine,-0.555,1
CASE022289,routine,-0.393,1
CASE022290,routine,0.292,1
CASE022291,ambiguous,0.713,1
CASE022292,routine,-0.231,1
CASE022293,routine,-0.473,1
CASE022294,routine,-0.139,1
CASE022295,routine,-0.154,1
CASE022296,routine,-0.163,1
CASE022297,routine,-0.75,1
CASE022298,routine,-0.688,1
CASE022299,routine,-0.453,1
CASE022300,ambiguous,0.163,1
CASE022301,routine,-0.413,1
CASE022302,routine,-0.279,1
CASE022303,routine,-0.29,1
CASE022304,routine,-0.187,1
CASE022305,ambiguous,1.188,1
CASE022306,routine,-0.382,1
CASE022307,routine,-0.166,1
CASE022308,atypical,0.865,0
CASE022309,ambiguous,0.451,1
CASE022310,routine,-0.6,1
CASE022311,routine,-0.393,1
CASE022312,routine,-0.962,1
CASE022313,routine,-0.167,1
CASE022314,ambiguous,0.868,1
CASE022315,ambiguous,0.242,1
CASE022316,routine,-0.569,0
CASE022317,ambiguous,0.55,0
CASE022318,ambiguous,-0.068,0
CASE022319,routine,-0.185,1
CASE022320,routine,-0.087,1
CASE022321,routine,-0.785,1
CASE022322,routine,-0.964,1
CASE022323,routine,0.033,1
CASE022324,routine,-0.554,1
CASE022325,routine,-0.037,1
CASE022326,routine,-0.351,1
CASE022327,routine,-0.524,1
CASE022328,routine,-0.865,1
CASE022329,routine,-0.177,1
CASE022330,routine,-1.009,1
CASE022331,routine,-0.746,1
CASE022332,routine,-0.668,1
CASE022333,routine,-0.256,1
CASE022334,routine,0.123,1
CASE022335,ambiguous,0.385,1
CASE022336,routine,0.059,1
CASE022337,atypical,1.242,0
CASE022338,routine,-0.229,1
CASE022339,routine,0.088,1
CASE022340,routine,-0.612,1
CASE022341,routine,-0.837,1
CASE022342,routine,-0.312,1
CASE022343,routine,-0.303,1
CASE022344,routine,-0.48,1
CASE022345,routine,-0.54,1
CASE022346,routine,-0.225,1
CASE022347,routine,-0.213,1
CASE022348,routine,-0.57,1
CASE022349,atypical,1.047,0
CASE022350,routine,-0.03,1
CASE022351,routine,-0.255,1
CASE022352,routine,0.164,1
CASE022353,ambiguous,0.449,0
CASE022354,routine,-0.254,1
CASE022355,routine,-0.268,1
CASE022356,atypical,1.194,0
CASE022357,ambiguous,0.298,1
CASE022358,routine,-0.651,1
CASE022359,atypical,1.108,1
CASE022360,routine,-0.449,1
CASE022361,routine,-0.78,1
CASE022362,routine,-0.389,1
CASE022363,routine,-0.591,1
CASE022364,ambiguous,0.231,1
CASE022365,routine,-0.505,1
CASE022366,routine,-0.085,1
CASE022367,routine,-0.633,1
CASE022368,routine,-0.458,1
CASE022369,routine,-0.147,1
CASE022370,routine,0.028,1
CASE022371,atypical,1.27,1
CASE022372,routine,-0.6,1
CASE022373,atypical,1.721,0
CASE022374,routine,-0.463,1
CASE022375,ambiguous,0.505,1
CASE022376,routine,-0.391,1
CASE022377,ambiguous,0.066,1
CASE022378,routine,-0.113,1
CASE022379,ambiguous,0.216,1
CASE022380,routine,0.562,1
CASE022381,routine,-0.237,1
CASE022382,routine,-0.838,1
CASE022383,routine,0.25,1
CASE022384,routine,-0.248,1
CASE022385,routine,-0.501,1
CASE022386,routine,-0.822,1
CASE022387,routine,-0.54,1
CASE022388,routine,-0.508,1
CASE022389,ambiguous,0.792,0
CASE022390,routine,-0.248,1
CASE022391,routine,-0.382,1
CASE022392,routine,-0.503,1
CASE022393,ambiguous,0.408,1
CASE022394,routine,-0.17,1
CASE022395,routine,-0.699,1
CASE022396,ambiguous,0.322,1
CASE022397,routine,-0.556,1
CASE022398,ambiguous,0.74,0
CASE022399,routine,-1.049,1
CASE022400,routine,-0.876,0
CASE022401,routine,-0.295,1
CASE022402,routine,-0.193,1
CASE022403,routine,-0.922,1
CASE022404,routine,-0.228,1
CASE022405,routine,-0.488,1
CASE022406,routine,-0.658,1
CASE022407,routine,-0.183,1
CASE022408,atypical,1.272,1
CASE022409,routine,-0.41,1
CASE022410,routine,-0.22,1
CASE022411,routine,-0.799,1
CASE022412,routine,0.248,1
CASE022413,routine,-0.139,1
CASE022414,ambiguous,0.795,1
CASE022415,atypical,1.565,0
CASE022416,routine,-0.729,1
CASE022417,routine,0.161,1
CASE022418,routine,-0.345,1
CASE022419,routine,-0.433,1
CASE022420,routine,-0.526,1
CASE022421,atypical,1.506,1
CASE022422,atypical,1.191,1
CASE022423,routine,-0.542,1
CASE022424,ambiguous,0.682,1
CASE022425,routine,-0.973,1
CASE022426,routine,-0.898,1
CASE022427,ambiguous,0.374,1
CASE022428,routine,-0.37,1
CASE022429,routine,-1.06,1
CASE022430,ambiguous,0.964,1
CASE022431,routine,-0.354,0
CASE022432,atypical,1.073,1
CASE022433,routine,-0.637,1
CASE022434,routine,-0.568,1
CASE022435,routine,0.384,1
CASE022436,routine,-0.516,1
CASE022437,routine,-0.189,1
CASE022438,routine,-0.755,1
CASE022439,ambiguous,0.88,1
CASE022440,routine,0.081,1
CASE022441,atypical,1.191,0
CASE022442,routine,0.443,1
CASE022443,routine,-1.188,1
CASE022444,routine,-0.228,1
CASE022445,routine,-0.903,1
CASE022446,routine,-0.163,1
CASE022447,routine,0.003,1
CASE022448,atypical,1.753,0
CASE022449,routine,-0.931,1
CASE022450,routine,-0.437,1
CASE022451,routine,0.264,1
CASE022452,routine,-0.138,1
CASE022453,routine,-0.647,1
CASE022454,ambiguous,0.271,0
CASE022455,atypical,1.972,1
CASE022456,routine,-0.418,1
CASE022457,routine,-0.443,1
CASE022458,ambiguous,0.57,1
CASE022459,routine,-0.377,1
CASE022460,routine,0.398,0
CASE022461,atypical,2.212,0
CASE022462,ambiguous,0.501,1
CASE022463,routine,-0.683,1
CASE022464,routine,-0.345,1
CASE022465,routine,-0.281,1
CASE022466,ambiguous,0.225,1
CASE022467,routine,-0.566,1
CASE022468,routine,-0.448,1
CASE022469,routine,-0.051,1
CASE022470,routine,-0.849,1
CASE022471,routine,-0.514,1
CASE022472,atypical,0.926,1
CASE022473,routine,-0.138,1
CASE022474,routine,-0.009,1
CASE022475,routine,-0.603,1
CASE022476,atypical,1.056,0
CASE022477,ambiguous,0.223,1
CASE022478,routine,-0.618,1
CASE022479,ambiguous,0.513,1
CASE022480,routine,-0.024,1
CASE022481,ambiguous,0.394,1
CASE022482,ambiguous,0.605,1
CASE022483,routine,-1.193,1
CASE022484,routine,-0.718,1
CASE022485,routine,-0.563,1
CASE022486,routine,-0.955,1
CASE022487,atypical,1.224,0
CASE022488,routine,-0.623,1
CASE022489,ambiguous,0.723,1
CASE022490,atypical,1.023,0
CASE022491,routine,-0.54,1
CASE022492,ambiguous,1.129,1
CASE022493,routine,-0.252,1
CASE022494,routine,-0.561,1
CASE022495,ambiguous,0.514,1
CASE022496,routine,-0.569,1
CASE022497,routine,0.349,0
CASE022498,ambiguous,0.667,1
CASE022499,routine,-1.185,1
CASE022500,routine,-0.464,1
CASE022501,routine,0.218,1
CASE022502,routine,-1.062,1
CASE022503,ambiguous,0.232,1
CASE022504,ambiguous,0.287,1
CASE022505,routine,-0.158,1
CASE022506,routine,-1.296,1
CASE022507,routine,-0.361,1
CASE022508,atypical,1.552,1
CASE022509,routine,-0.72,1
CASE022510,routine,-0.186,1
CASE022511,routine,-0.254,1
CASE022512,routine,-0.281,1
CASE022513,atypical,1.264,0
CASE022514,routine,0.093,1
CASE022515,ambiguous,1.033,1
CASE022516,routine,-0.654,1
CASE022517,routine,-0.483,1
CASE022518,routine,-0.65,1
CASE022519,routine,-0.077,1
CASE022520,routine,-0.173,1
CASE022521,ambiguous,0.25,1
CASE022522,routine,-0.366,1
CASE022523,atypical,1.233,1
CASE022524,atypical,1.648,0
CASE022525,ambiguous,0.288,1
CASE022526,routine,0.238,1
CASE022527,routine,-0.722,1
CASE022528,atypical,1.207,0
CASE022529,routine,-0.883,1
CASE022530,routine,-1.274,1
CASE022531,routine,0.083,1
CASE022532,routine,0.011,1
CASE022533,routine,-0.046,1
CASE022534,ambiguous,0.338,1
CASE022535,routine,-0.35,1
CASE022536,routine,-0.245,1
CASE022537,routine,-0.434,1
CASE022538,routine,-0.313,1
CASE022539,routine,-0.386,1
CASE022540,ambiguous,0.315,1
CASE022541,routine,-0.407,1
CASE022542,ambiguous,0.492,1
CASE022543,routine,-0.298,1
CASE022544,ambiguous,-0.087,1
CASE022545,routine,-0.081,1
CASE022546,routine,-0.464,1
CASE022547,routine,0.172,1
CASE022548,routine,0.075,1
CASE022549,atypical,1.502,0
CASE022550,routine,-0.965,1
CASE022551,routine,0.107,0
CASE022552,ambiguous,0.262,1
CASE022553,routine,-0.484,1
CASE022554,routine,-0.48,1
CASE022555,routine,-0.623,1
CASE022556,routine,0.264,1
CASE022557,routine,-0.352,1
CASE022558,routine,-0.719,1
CASE022559,routine,-0.643,1
CASE022560,routine,-0.51,1
CASE022561,routine,-0.193,1
CASE022562,routine,-0.534,1
CASE022563,ambiguous,0.257,1
CASE022564,ambiguous,0.325,1
CASE022565,routine,-0.571,1
CASE022566,routine,-0.26,1
CASE022567,ambiguous,0.349,1
CASE022568,ambiguous,0.507,1
CASE022569,ambiguous,0.923,1
CASE022570,routine,-0.507,1
CASE022571,routine,-0.541,1
CASE022572,routine,-0.778,1
CASE022573,ambiguous,0.796,1
CASE022574,routine,-0.013,1
CASE022575,routine,-0.396,1
CASE022576,routine,-0.31,1
CASE022577,ambiguous,0.892,1
CASE022578,routine,-0.092,1
CASE022579,routine,-0.41,1
CASE022580,routine,-0.079,1
CASE022581,routine,0.189,1
CASE022582,routine,0.076,1
CASE022583,routine,0.076,1
CASE022584,routine,-0.137,1
CASE022585,routine,-0.919,1
CASE022586,routine,-0.431,1
CASE022587,routine,-0.387,1
CASE022588,ambiguous,0.169,1
CASE022589,routine,-0.136,1
CASE022590,routine,-0.28,1
CASE022591,routine,-0.072,1
CASE022592,ambiguous,0.938,1
CASE022593,routine,-0.303,1
CASE022594,routine,-0.245,1
CASE022595,routine,-0.633,1
CASE022596,routine,-0.356,1
CASE022597,routine,-0.742,1
CASE022598,ambiguous,0.635,1
CASE022599,ambiguous,0.194,1
CASE022600,routine,-0.881,1
CASE022601,routine,-0.455,1
CASE022602,routine,0.385,1
CASE022603,ambiguous,0.09,1
CASE022604,ambiguous,0.687,1
CASE022605,routine,0.238,1
CASE022606,routine,-0.221,1
CASE022607,atypical,1.289,1
CASE022608,ambiguous,0.4,1
CASE022609,routine,-0.619,1
CASE022610,routine,-0.991,1
CASE022611,routine,-0.475,1
CASE022612,routine,-0.061,1
CASE022613,atypical,1.797,1
CASE022614,ambiguous,1.17,1
CASE022615,routine,-0.514,1
CASE022616,routine,-0.968,1
CASE022617,routine,-0.718,1
CASE022618,routine,-0.569,1
CASE022619,routine,-0.085,1
